Titulo_original;Titulo_encontrado;Fuente;Sinopsis;Poster_URL;Generos;Puntuacion;Episodios;URL_Externa;Backdrop_URL;Temporadas_Detalle;Reparto;Reparto_Fotos;Equipo;Recomendaciones;Trailer_URL
Kitakubu Katsudou Kiroku;Kitakubu Katsudou Kiroku;TMDB;La historia sigue a un grupo de chicas de secundaria que pertenecen al «Club de Irse a Casa». En lugar de realizar las actividades habituales de los clubes, este grupo se dedica a divertirse tanto como sea posible, haciendo cosas como jugar a videojuegos o incluso simplemente alimentar a las palomas en el parque.;https://image.tmdb.org/t/p/original/svOmIJwrWl2KLIt6lS5DDLDnnKL.jpg;Animación, Comedia;7.0;12.0;https://www.themoviedb.org/tv/54950;https://image.tmdb.org/t/p/original/8s5VjPODuoqatCnclMROBCAHbTg.jpg;T1:12;木戸衣吹 (Natsuki Ando (voice)), 結名美月 (Karin Tono (voice)), 小林美晴 (Sakura Domyoji (voice)), Sayaka Senbongi (Claire Kokonoe (voice)), 相内沙英 (Botan Oohagi (voice));https://image.tmdb.org/t/p/w185/2Tu4ZGcon5jW6fQLDvQiIvMx6Bb.jpg, https://image.tmdb.org/t/p/w185/lztg8Huwhdt9IBhSVBHKA8c99I7.jpg, https://image.tmdb.org/t/p/w185/aphNvua1Adooefzmbjw5IdREnh3.jpg, https://image.tmdb.org/t/p/w185/yLRKX9DPDGgTRKBQRFTUh3pvbU0.jpg, ;;Aharen-san wa Hakarenai, Seitokai Yakuindomo, Minami-ke, Watashi ni Tenshi ga Maiorita!, Nichijou;
Kokoro Connect;Kokoro Connect;Jikan (MyAnimeList);Taichi Yaegashi y sus cuatro amigos del Club de Estudio Cultural comienzan a intercambiar sus conciencias aleatoriamente sin control. Este fenómeno sobrenatural va revelando los traumas y secretos más profundos de cada uno, poniendo a prueba sus amistades y surgiendo sentimientos románticos en el proceso.;https://cdn.myanimelist.net/images/anime/2/39665l.jpg;Drama, Romance, Supernatural;7.72;13.0;https://myanimelist.net/anime/11887/Kokoro_Connect;https://image.tmdb.org/t/p/original/dKy393eW24snVf02CU3FBpu8oQz.jpg;T1:13;水島大宙 (Taichi Yaegashi (voice)), Aki Toyosaki (Iori Nagase (voice)), Miyuki Sawashiro (Himeko Inaba (voice)), Hisako Kanemoto (Yui Kiriyama (voice)), Takuma Terashima (Yoshifumi Aoki (voice)), 大亀あすか (Rina Yaegashi (voice));https://image.tmdb.org/t/p/w185/dg9ndsIxLAfxLuaFkGWgA2vw5j7.jpg, https://image.tmdb.org/t/p/w185/crZpbb0ILJnH7mIYZV2l4uqQx1J.jpg, https://image.tmdb.org/t/p/w185/11mGqwpmu8CoEy1YJgabj2g7MIv.jpg, https://image.tmdb.org/t/p/w185/qyJPQaehMc4Sy5jaTfIJLdrll2v.jpg, https://image.tmdb.org/t/p/w185/n5uCihb318AzQCT9gieMlI2ueYL.jpg, https://image.tmdb.org/t/p/w185/A83nIhv3B4fNj8Qzm3NXkEBywOZ.jpg;;Yahari Ore no Seishun Love Comedy wa Machigatteiru., Horimiya: The Missing Pieces, Ao Haru Ride, Peligros en mi corazón, Can a Boy-Girl Friendship Survive?;https://www.youtube.com/watch?v=2R9VmRtuNwo
Komisan Wa Comyushou Desu;Komi-san no puede comunicarse;TMDB;En un instituto lleno de personajes peculiares, Tadano trata de ayudar a su tímida y asocial compañera de clase Komi a lograr su objetivo: hacerse amiga de 100 personas.;https://image.tmdb.org/t/p/original/6jPwYq97cFBsTRCsNh1mJdl8vDg.jpg;Animación, Comedia, Drama;8.288;24.0;https://www.themoviedb.org/tv/123876;https://image.tmdb.org/t/p/original/2bHGk7j4OD21qeXRRDYrKVhxzRc.jpg;T1:24;Aoi Koga (Shoko Komi (voice)), Gakuto Kajiwara (Hitohito Tadano (voice)), Rie Murakawa (Najimi Osana (voice)), Rina Hidaka (Ren Yamai (voice)), Rumi Okubo (Omoharu Nakanaka (voice)), Yukiyo Fujii (Himiko Agari (voice));https://image.tmdb.org/t/p/w185/uVpwheVV4aPROyY1toYv3v5HSPD.jpg, https://image.tmdb.org/t/p/w185/kUer38jXf7vTD2TGGxJMZVYL5Te.jpg, https://image.tmdb.org/t/p/w185/pawIx7uhV1a2fAHjvTnrCP0KcHX.jpg, https://image.tmdb.org/t/p/w185/7JupZGvqcq4dRxiTKpPxzg8NUS4.jpg, https://image.tmdb.org/t/p/w185/cf4cnFMllu1yO3X0gCGGDdl8GXW.jpg, https://image.tmdb.org/t/p/w185/tLG4K1iix3QNHFexf98mrZ25jT6.jpg;;Yahari Ore no Seishun Love Comedy wa Machigatteiru., Kawaii dake ja Nai Shikimori-san, Horimiya: The Missing Pieces, Chuunibyou demo Koi ga Shitai!, Peligros en mi corazón;https://www.youtube.com/watch?v=aIcpsXFQZS8
Kono Oto Tomare;Kono Oto Tomare!;TMDB;"Desde la graduación de los miembros mayores del club, Takezou termina siendo el único miembro del club ""Koto"" (instrumento de cuerda tradicional japonés). Ahora que ha comenzado el nuevo año escolar, Takezou tendrá que buscar nuevos miembros para el club, o el club se cancelará. De la nada, un nuevo miembro irrumpe en la sala del club casi abandonada, exigiendo unirse al club. ¿Cómo podrá Takezou mantener vivo su club y lidiar con este bribón de un nuevo miembro?";https://image.tmdb.org/t/p/original/bc707zdBtjQ2K8vZWYvPmM0OKEb.jpg;Animación, Drama;7.25;26.0;https://www.themoviedb.org/tv/85843;https://image.tmdb.org/t/p/original/5EHzZjTxJDoXckVwHHO3ZxJKYeX.jpg;T1:26;Yuma Uchida (Chika Kudo (voice)), Junya Enoki (Takezo Kurata (voice)), Atsumi Tanezaki (Satowa Hozuki (voice)), Haruki Ishiya (Saneyasu Adachi (voice)), 井口祐一 (Kota Mizuhara (voice)), Makoto Furukawa (Michitaka Sakai (voice));https://image.tmdb.org/t/p/w185/2otstbLfQ7MXuFt1X8MFOb4OIgd.jpg, https://image.tmdb.org/t/p/w185/vBnNL3Jqy0zkS3ZgsXZmvDM9Dfz.jpg, https://image.tmdb.org/t/p/w185/6tM8GU7QvrdUCvR4kxqVUZivtvO.jpg, https://image.tmdb.org/t/p/w185/5bugNo9kjEpzotXLkvMZ2pJ212h.jpg, https://image.tmdb.org/t/p/w185/yYl2M7ou5X9d9BmNzsPYrrdPutC.jpg, https://image.tmdb.org/t/p/w185/inLmBZhrqXeE9wlViyK28ocKJSw.jpg;;Hanebado!, White album 2, El bosque del piano, Hibike! Euphonium, Mashiro no Oto;
Kono Subarashii Sekai ni Shukufuku wo!;Kono Subarashii Sekai ni Shukufuku wo!;Jikan (MyAnimeList);Kazuma Sato muere de una manera vergonzosa y la diosa Aqua lo envía a un mundo de fantasía parecido a un videojuego de rol. Kazuma puede llevar un objeto o ser del mundo real, y elige llevar a la inútil Aqua misma, comenzando una vida de adventureros donde el grupo que forman resulta ser cómicamente incompetente.;https://cdn.myanimelist.net/images/anime/1895/142748l.jpg;Adventure, Comedy, Fantasy;8.09;10.0;https://myanimelist.net/anime/30831/Kono_Subarashii_Sekai_ni_Shukufuku_wo;https://image.tmdb.org/t/p/original/rvZJxD36tKoglL8fXoMMWKGQfM.jpg;T1:10|T2:10|T3:11;Jun Fukushima (Kazuma Satou (voice)), Sora Amamiya (Aqua (voice)), Rie Takahashi (Megumin (voice)), Ai Kayano (Lalatina 'Darkness' Dustiness Ford (voice));https://image.tmdb.org/t/p/w185/xo2A4cr8TnhC9rLFxSQvhwCbIOw.jpg, https://image.tmdb.org/t/p/w185/4ZZcdFH4QgbIC8AeJ3BLG1ue7G5.jpg, https://image.tmdb.org/t/p/w185/aeB7z0cBTASdjKOjQriBAO6hYq4.jpg, https://image.tmdb.org/t/p/w185/l8ywp387rfdAS7mOExe3cEZnsk0.jpg;;Tsukimichi -Moonlit Fantasy-, Isekai wa Smartphone to Tomo ni., Shinchou Yuusha: Kono Yuusha ga Ore Tueee Kuse ni Shinchou Sugiru, How Not to Summon a Demon Lord, Leadale no Daichi nite;https://www.youtube.com/watch?v=6HNksg7yGmw
Kono Subarashii Sekai ni Shukufuku wo!2;Kono Subarashii Sekai ni Shukufuku wo! 2;Jikan (MyAnimeList);Kazuma y su disfuncional grupo de aventureros deben derrotar al siguiente Comandante de la Armadura Demoníaca mientras lidian con los problemas cotidianos de la ciudad de Axel. La segunda temporada mantiene el humor absurdo mientras los personajes crecen ligeramente y se enfrentan a retos más serios.;https://cdn.myanimelist.net/images/anime/2/83188l.jpg;Adventure, Comedy, Fantasy;8.24;10.0;https://myanimelist.net/anime/32937/Kono_Subarashii_Sekai_ni_Shukufuku_wo_2;https://image.tmdb.org/t/p/original/rvZJxD36tKoglL8fXoMMWKGQfM.jpg;T1:10|T2:10|T3:11;Jun Fukushima (Kazuma Satou (voice)), Sora Amamiya (Aqua (voice)), Rie Takahashi (Megumin (voice)), Ai Kayano (Lalatina 'Darkness' Dustiness Ford (voice));https://image.tmdb.org/t/p/w185/xo2A4cr8TnhC9rLFxSQvhwCbIOw.jpg, https://image.tmdb.org/t/p/w185/4ZZcdFH4QgbIC8AeJ3BLG1ue7G5.jpg, https://image.tmdb.org/t/p/w185/aeB7z0cBTASdjKOjQriBAO6hYq4.jpg, https://image.tmdb.org/t/p/w185/l8ywp387rfdAS7mOExe3cEZnsk0.jpg;;Tsukimichi -Moonlit Fantasy-, Isekai wa Smartphone to Tomo ni., Shinchou Yuusha: Kono Yuusha ga Ore Tueee Kuse ni Shinchou Sugiru, How Not to Summon a Demon Lord, Leadale no Daichi nite;https://www.youtube.com/watch?v=6HNksg7yGmw
Konyaku Haki sareta Reijou wo Hirotta Ore ga, Ikenai Koto wo Oshiekomu;Konyaku Haki sareta Reijou wo Hirotta Ore ga, Ikenai Koto wo Oshiekomu;Jikan (MyAnimeList);El joven noble Claude recoge a la reinheiress rechazada Euphemia después de que su compromiso es roto públicamente. Para agradecerle, Euphemia decide enseñarle todo lo que sabe sobre etiqueta y alta sociedad, sin saber que las lecciones que él tiene planeadas para ella son de naturaleza mucho más atrevida.;https://cdn.myanimelist.net/images/anime/1720/139131l.jpg;Comedy, Fantasy, Romance;7.14;12.0;https://myanimelist.net/anime/52934/Konyaku_Haki_sareta_Reijou_wo_Hirotta_Ore_ga_Ikenai_Koto_wo_Oshiekomu;https://image.tmdb.org/t/p/original/ydf5WJgPX5o34sMFcIQIglv0d4R.jpg;T1:12;Tomokazu Sugita (Allen Crawford (voice)), Saori Hayami (Charlotte Evans (voice)), Lynn (Eruca Crawford (voice)), Naomi Ohzora (Miacha Bastetos (voice)), Ryotaro Okiayu (Gosetsu (voice)), Atsumi Tanezaki (Lü (voice));https://image.tmdb.org/t/p/w185/cv5zuPZySNsHXu24pjKLYCRzJ2J.jpg, https://image.tmdb.org/t/p/w185/gLv9lO7dlUbIsmyJUvgegqAAXki.jpg, https://image.tmdb.org/t/p/w185/eJ2NqgzpnzNbT6Nt9EpDfzqNeZM.jpg, https://image.tmdb.org/t/p/w185/qygKX6EtfvPdnPsMM0d41mPztP2.jpg, https://image.tmdb.org/t/p/w185/qbj3cFQqWwZ6x7S1jEpOJa57sEZ.jpg, https://image.tmdb.org/t/p/w185/6tM8GU7QvrdUCvR4kxqVUZivtvO.jpg;;Inou-Battle wa Nichijou-kei no Naka de, Centaur no Nayami, Tenpuru, Maoujou de Oyasumi, Megami-ryou no Ryoubo-kun;https://www.youtube.com/watch?v=UeinE2QKDNk
Koori Zokusei Danshi to Cool na Douryou Joshi;Koori Zokusei Danshi to Cool na Douryou Joshi;Jikan (MyAnimeList);Himuro, un chico de personalidad fría como el hielo en el trabajo, y su compañera de trabajo Fuyutsuki, igualmente seria, luchan por expresar sus sentimientos mutuos en la oficina. La serie es una comedia romántica sobre dos personas igualmente torpes emocionalmente que gradualmente aprenden a abrirse el uno al otro.;https://cdn.myanimelist.net/images/anime/1927/132758l.jpg;Comedy, Fantasy, Romance;7.3;12.0;https://myanimelist.net/anime/52173/Koori_Zokusei_Danshi_to_Cool_na_Douryou_Joshi;https://image.tmdb.org/t/p/original/nGwKfxQ6ewF8zszw5qKbnigGqAJ.jpg;T1:12;Yui Ishikawa (Fuyutsuki (voice)), Chiaki Kobayashi (Himuro (voice)), Yumi Uchiyama (Komori (voice)), Koki Uchiyama (Saejima (voice)), Ayane Sakura (Otonashi (voice)), Shugo Nakamura (Katori (voice));https://image.tmdb.org/t/p/w185/2y1y1W4q8UIR0Vbs4NNvc7722XT.jpg, https://image.tmdb.org/t/p/w185/o0XZFXc50z28ICUpvfZ1QcTL2Yt.jpg, https://image.tmdb.org/t/p/w185/JvavoF3YOLCf4LHfl4XvYobANE.jpg, https://image.tmdb.org/t/p/w185/sllSm3iZZWVLTBrDZQRtWrZUfEj.jpg, https://image.tmdb.org/t/p/w185/yPbTmntASE9psPIMhNGU5oo6vIH.jpg, https://image.tmdb.org/t/p/w185/x3StSWtwrq909arQAIDnONZwNb8.jpg;;La sirvienta dragón de Kobayashi-san, Wotakoi: El Amor es difícil para un Otaku, Uchi no Kaisha no Chiisai Senpai no Hanashi, Tenpuru, To Love-Ru;https://www.youtube.com/watch?v=yshSEEOkmN0
Kowloon Generic Romance;Kowloon Generic Romance;Jikan (MyAnimeList);En el distrito de Kowloon de Hong Kong, la agente inmobiliaria Kujirai investiga propiedades con misterios sin resolver junto al enigmático Tatsumi. La serie mezcla romance, misterio y elementos de realidad alternativa mientras los protagonistas descubren que la ciudad misma podría estar ocultando secretos sobre el tiempo y la memoria.;https://cdn.myanimelist.net/images/anime/1719/150050l.jpg;Mystery, Romance, Sci-Fi;7.34;13.0;https://myanimelist.net/anime/60083/Kowloon_Generic_Romance;https://image.tmdb.org/t/p/original/ypIWlo7Q4hx4LI2ECWL9vxyRmBO.jpg;T1:13;Haruka Shiraishi (Reiko Kujirai (voice)), Tomokazu Sugita (Hajime Kudo (voice)), Ryotaro Okiayu (Miyuki Hebinuma (voice)), Taito Ban (Tao Gwen (voice)), Aoi Koga (Yaomay (voice)), Sayumi Suzushiro (Xiaohei (voice));https://image.tmdb.org/t/p/w185/hrQxTVNGLi3jXC7v4kETArpA0dV.jpg, https://image.tmdb.org/t/p/w185/cv5zuPZySNsHXu24pjKLYCRzJ2J.jpg, https://image.tmdb.org/t/p/w185/qbj3cFQqWwZ6x7S1jEpOJa57sEZ.jpg, https://image.tmdb.org/t/p/w185/pSExEOVmjAujKUyJJJSxC1WEzOM.jpg, https://image.tmdb.org/t/p/w185/uVpwheVV4aPROyY1toYv3v5HSPD.jpg, https://image.tmdb.org/t/p/w185/7wEX0bXCs2djnp0dKsCqmMKZpZV.jpg;;Kekkon Yubiwa Monogatari, Yesterday wo Utatte, Higehiro: After Being Rejected, I Shaved and Took in a High School Runaway, Freezing, Konohana Kitan;https://www.youtube.com/watch?v=9gIp6jBLHws
Kumo desu ga, Nani ka¿;Kumo Desu ga, Nani ka?;TMDB;Nuestra protagonista, una estudiante de instituto, se ha despertado? ¡¡en un mundo alternativo y convertida en una araña!! ¡Pertenece a una de las razas más bajas en el escalafón y está perdida en una horripilante mazmorra plagada de ranas venenosas, serpientes gigantes e incluso dragones! ¡¡Esta es la historia de una chica fuerte de mentalidad que intenta sobrevivir en un laberinto!!;https://image.tmdb.org/t/p/original/wt7LoTKJUYmyWuxcVowGWaPeKqV.jpg;Animación, Comedia, Action & Adventure, Sci-Fi & Fantasy;7.819;24.0;https://www.themoviedb.org/tv/99618;https://image.tmdb.org/t/p/original/2D78M7AuO1J1NiZicEcho83GsPC.jpg;T1:24;Aoi Yuki (Kumoko (voice)), Shun Horie (Shun (voice)), Nao Toyama (Katia (voice)), Kaito Ishikawa (Hugo (voice)), Yui Ogura (Sue (voice)), Eri Kitamura (Fei (voice));https://image.tmdb.org/t/p/w185/a5Mkd66GV1l3c9bZZtnvjUf33T2.jpg, https://image.tmdb.org/t/p/w185/1OFi5ofRX0B2ldTPF8ThzLI2wKa.jpg, https://image.tmdb.org/t/p/w185/6WJDd1z946yFfZBgpC7dWi0FyQw.jpg, https://image.tmdb.org/t/p/w185/fzjIkotjUHHs3wgftM9tqdsG8ph.jpg, https://image.tmdb.org/t/p/w185/vUuyLWde2CEd5G0oqeEzzFE6qqA.jpg, https://image.tmdb.org/t/p/w185/AioVwYxfpr9zMEQPamI6j9JqXVn.jpg;;Beheneko: El gato de la chica elfa es un monstruo de rango S., Tsukimichi -Moonlit Fantasy-, Ore dake Haireru Kakushi Dungeon, Log Horizon, That Time I Got Reincarnated as a Slime;https://www.youtube.com/watch?v=UZE4ZZiXBQY
Kuroko no Basket;Kuroko no Basket;Jikan (MyAnimeList);Tetsuya Kuroko fue el miembro fantasma de la legendaria Generación de los Milagros del instituto Teiko, cinco jugadores que se convirtieron en los mejores del país. Al unirse al equipo de baloncesto del instituto Seirin, Kuroko usa su estilo de juego invisible para desafiar a sus antiguos compañeros que se han vuelto arrogantes.;https://cdn.myanimelist.net/images/anime/11/50453l.jpg;Sports;8.04;25.0;https://myanimelist.net/anime/11771/Kuroko_no_Basket;https://image.tmdb.org/t/p/original/fOyOP702oDeGyM2H4I8mQ5pdKne.jpg;T1:25|T2:25|T3:25;Kensho Ono (Tetsuya Kuroko (voice)), Yuki Ono (Taiga Kagami (voice)), Junichi Suwabe (Daiki Aomine (voice)), Daisuke Ono (Shintaro Midorima (voice)), Ryohei Kimura (Ryota Kise (voice)), Hiroshi Kamiya (Seijuro Akashi (voice));https://image.tmdb.org/t/p/w185/wUYJ3HIeygHfh4rAqupE4RPoG3W.jpg, https://image.tmdb.org/t/p/w185/oEx13CbNLsHzURdYafkFJYXDjfm.jpg, https://image.tmdb.org/t/p/w185/4S7c3n3r07A83HvkLrnWZGVhiHg.jpg, https://image.tmdb.org/t/p/w185/5rjl28lx84JjRS0hzq3Ajvx2dhp.jpg, https://image.tmdb.org/t/p/w185/m4GktFKhjrVTewsZtqTusInHZqT.jpg, https://image.tmdb.org/t/p/w185/5aAAOlQ2hW5EqEQOzk4UeroxcTN.jpg;;Slam Dunk, All Out!!, Kokoro Connect, Ookiku Furikabutte, La nobleza de las flores;https://www.youtube.com/watch?v=1KLvA6FMNiE
Kuroshitsuji;Kuroshitsuji;Jikan (MyAnimeList);Sebastian Michaelis es el mayordomo perfecto del joven noble Ciel Phantomhive, quien en secreto trabaja como el Perro de la Guardia de la Reina. Sebastian es en realidad un demonio que ha hecho un pacto con Ciel: a cambio de sus servicios hasta completar su venganza, consumirá el alma del joven.;https://cdn.myanimelist.net/images/anime/1467/137783l.jpg;Action, Mystery, Supernatural;7.65;24.0;https://myanimelist.net/anime/4898/Kuroshitsuji;https://image.tmdb.org/t/p/original/5U0dYTkHXPhoExNnEm5iKrpDqtr.jpg;T1:24|T2:12|T3:10|T4:11|T5:13;Daisuke Ono (Sebastian Michaelis (voice)), Maaya Sakamoto (Ciel Phantomhive (voice));https://image.tmdb.org/t/p/w185/5rjl28lx84JjRS0hzq3Ajvx2dhp.jpg, https://image.tmdb.org/t/p/w185/hPz2oEQui8a4q9aXdBugQf93ONq.jpg;;Junji Ito Maniac: Relatos japoneses de lo macabro, Ito Junji: Collection, Claymore, Dantalian no Shoka, Rin: Las Hijas de Mnemosyne;https://www.youtube.com/watch?v=EoipHZFNXv0
Kuroshitsuji Movie - Book of the Atlantic [BD][Bara];Kuroshitsuji Movie: Book of the Atlantic;Jikan (MyAnimeList);El mayordomo demonio Sebastian y Ciel Phantomhive viajan en el Campania, un transatlántico donde un grupo secreto planea usar muertos resucitados llamados Bizarre Dolls. La película lleva al Arca de la Muerte donde el clan Phantomhive debe enfrentarse a los Undertaker y sus terribles planes para los muertos.;https://cdn.myanimelist.net/images/anime/9/85792l.jpg;Action, Mystery, Supernatural;8.25;1.0;https://myanimelist.net/anime/31812/Kuroshitsuji_Movie__Book_of_the_Atlantic;;;;;;;
Kusuriya no Hitorigoto;Kusuriya no Hitorigoto;Jikan (MyAnimeList);Maomao, una joven herbolaria criada en el barrio rojo, es llevada al palacio imperial como criada. Su conocimiento de plantas medicinales y venenos la lleva a ser secretamente consultada por el médico de la corte Jinshi para resolver misterios relacionados con enfermedades y envenenamientos entre las concubinas imperiales.;https://cdn.myanimelist.net/images/anime/1708/138033l.jpg;Drama, Mystery;8.85;24.0;https://myanimelist.net/anime/54492/Kusuriya_no_Hitorigoto;https://image.tmdb.org/t/p/original/gffVOVZ2Y9cmVIZ26Gt9ByMGCYH.jpg;T1:49;Aoi Yuki (Maomao (voice)), Takeo Otsuka (Jinshi (voice)), Katsuyuki Konishi (Gaoshun (voice));https://image.tmdb.org/t/p/w185/a5Mkd66GV1l3c9bZZtnvjUf33T2.jpg, https://image.tmdb.org/t/p/w185/wqeAMR0HOGUPBXz0TCNxDR51cQy.jpg, https://image.tmdb.org/t/p/w185/nYM5cH6U7cp4x9dIzW0enmEKmeV.jpg;;Kindaichi Shounen no Jikenbo, Subete ga F ni Naru, Kemono Jihen, Moriarty el patriota, Aoi Bungaku Series;https://www.youtube.com/watch?v=3lfb_KeqdEM
Kyuujitsu no Warumono-san;Kyuujitsu no Warumono-san;Jikan (MyAnimeList);En un mundo de fantasía, el villano Desma toma su día libre para visitar su tienda de discos favorita y hacer actividades cotidianas. Cada episodio muestra al antagonista principal realizando tareas mundanas y ordinarias que contrastan con su rol como enemigo del bien, resultando en una comedia sobre la vida diaria de un villano.;https://cdn.myanimelist.net/images/anime/1124/138750l.jpg;Fantasy, Slice of Life;7.25;12.0;https://myanimelist.net/anime/54617/Kyuujitsu_no_Warumono-san;https://image.tmdb.org/t/p/original/dieAKtr4AuTaANZ9B54dt38RKyi.jpg;T1:12;Shintaro Asanuma (Warumono-san (voice)), Soma Saito (Rooney (voice)), Yuichi Nakamura (Trigger (voice)), Hiiro Ishibashi (Akatsuki Red (voice)), Takuya Eguchi (Soten Blue (voice)), Ai Kakuma (Shinonome Pink (voice));https://image.tmdb.org/t/p/w185/5D2YC0c4zg9TXyOi0PpIXRugvzb.jpg, https://image.tmdb.org/t/p/w185/8W8Y02Jmjivw0kk5PDih9dqiyd9.jpg, https://image.tmdb.org/t/p/w185/wb8behVKjBHX9XXrEydvNINCYwH.jpg, https://image.tmdb.org/t/p/w185/xDfX7mWq67zoymw5V7vEu22pf5r.jpg, https://image.tmdb.org/t/p/w185/hPPhUp0mM65Lc87Q8WXUEmGQAXx.jpg, https://image.tmdb.org/t/p/w185/o3tQSeeJAeafJNvQs2IKvpKY7av.jpg;;Kill Blue, Maison Ikkoku, Gochuumon wa Usagi desu ka?, Oruchuban Ebichu, Sakura Trick;https://www.youtube.com/watch?v=JPc_g7k2yOI
La Chica que Saltaba a Través del Tiempo [2006][1080p][2.3 Gb];Toki wo Kakeru Shoujo;Jikan (MyAnimeList);Makoto Konno, una estudiante de preparatoria con problemas para llegar a tiempo, descubre accidentalmente que puede saltar en el tiempo. Al principio usa esta habilidad para situaciones triviales, pero gradualmente descubre que sus acciones tienen consecuencias para las personas que la rodean, especialmente sus dos mejores amigos.;https://cdn.myanimelist.net/images/anime/1/2432l.jpg;Award Winning, Drama, Romance, Sci-Fi;8.09;1.0;https://myanimelist.net/anime/2236/Toki_wo_Kakeru_Shoujo;https://image.tmdb.org/t/p/original/x8wAR2V63CWA27SRVmdzpbvZ2gF.jpg;T1:5;内田有紀, 菅野美穂, 鈴木蘭々, Yasutaka Tsutsui, 安室奈美恵, 森口瑤子;https://image.tmdb.org/t/p/w185/y6de9FCwdsUGvAsNcamicxovins.jpg, https://image.tmdb.org/t/p/w185/yRiVsxGcbRHVxQOYTUBqvuxkjuY.jpg, https://image.tmdb.org/t/p/w185/glmWWBuawnvYf8n7rttkBRDfSjY.jpg, https://image.tmdb.org/t/p/w185/rxQAMswwYUrP4zqKfwMwZVKRjZl.jpg, https://image.tmdb.org/t/p/w185/iMq3lSRQVgMb0DydmiKgNTXEZYT.jpg, https://image.tmdb.org/t/p/w185/2npiaHIqeRojOw7QqKE9lTMjFFw.jpg;;Resurrection, Monsterland, Historias del más allá, El Instituto, El Hombre Vapor;
La Tumba de las Luciérnagas [1988][1080p][1.9 Gb];Hotaru no Haka;Jikan (MyAnimeList);En los últimos días de la Segunda Guerra Mundial, los hermanos Setsuko y Seita quedan huérfanos en Japón tras los bombardeos americanos. La película sigue su desesperada lucha por sobrevivir solos, mostrando la tragedia de la guerra desde los ojos de los más inocentes en un film desgarradoramente emotivo.;https://cdn.myanimelist.net/images/anime/1485/141208l.jpg;Drama;8.54;1.0;https://myanimelist.net/anime/578/Hotaru_no_Haka;;;;;;;
Look Back [2024][1080p][2 Gb];Look Back;Jikan (MyAnimeList);Fujino, una estudiante de preparatoria que sueña con ser mangaka, se encuentra con Ryusuke, un estudiante universitario cuyas habilidades artísticas la superan completamente. La corta película animada explora cómo el arte y la influencia creativa pueden unir a dos personas a través del tiempo y la distancia.;https://cdn.myanimelist.net/images/anime/1716/142633l.jpg;Award Winning, Drama;8.62;1.0;https://myanimelist.net/anime/58125/Look_Back;;T1:16;주진모 (Lee Dong-hoon), 이민우 (Lee Dong-jin), 박진희 (Shin Jung-hee), Bae Doona (Lee Mi-na), 김명민 (Kim Seok-gyu), 이은주 (Jung Su-jin);https://image.tmdb.org/t/p/w185/AdtX7KBdMXcChFO2t4DOGVEzMfG.jpg, https://image.tmdb.org/t/p/w185/6kkSCHKR6a2A2vec6wASr2Pp6Qh.jpg, https://image.tmdb.org/t/p/w185/uyFZpowg49fzubds33CdY7V4kSX.jpg, https://image.tmdb.org/t/p/w185/lCL08q20zkqHcLLLZQRlJfG09P4.jpg, https://image.tmdb.org/t/p/w185/aL6Bk0G967ApblXS0RCppCvXAjo.jpg, https://image.tmdb.org/t/p/w185/yP2DP3SEVfBZj23jqFVBDJ9ZZo0.jpg;;Respuesta 1988, Simon & Simon, El increíble Hulk, Contéstame 1997, Youth of May;
