Titulo_original;Titulo_encontrado;Fuente;Anio;Sinopsis;Poster_URL;Generos;Desarrolladores;Editores;Puntuacion_Usuario;Metascore;URL_Slug;Backdrop_URL;Requisitos_Minimos;Requisitos_Recomendados;Recomendaciones;Trailer_URL;Peso_GB
Silent Hill 2 Directors Cut PC Full;Wasteland 2: Director's Cut;RAWG;2015.0;Wasteland 2 es la largamente esperada secuela del RPG de 1988 que inspiró a Fallout. Lidera un escuadrón de Rangers del Desierto por el suroeste postnuclear de EE. UU., gestionando habilidades, recursos y decisiones moralmente complejas.;https://media.rawg.io/media/games/4f4/4f4c0c0d2127fd67b1e894204029468b.jpg;Adventure, RPG, Strategy, Indie;InXile Entertainment;Deep Silver, inXile Entertainment;3.63;87.0;wasteland-2-directors-cut;https://media.rawg.io/media/games/4f4/4f4c0c0d2127fd67b1e894204029468b.jpg;Minimum: OS: Windows XP/Vista/7/8/8.1/10 (64 bit) Processor: Intel Core 2 Duo or AMD equivalent Memory: 4 GB RAM Graphics: NVIDIA GeForce GTX 260 or Radeon HD 4850 (512 MB VRAM) DirectX: Version 9.0c Storage: 30 GB available space Sound Card: DirectX compatible sound card;Recommended: OS: Windows 7/8/8.1/10 (64 bit) Processor: Intel i5 series or AMD equivalent Memory: 8 GB RAM Graphics: NVIDIA GeForce GTX 460 or Radeon HD 5770 (1 GB VRAM) DirectX: Version 10 Storage: 30 GB available space Sound Card: DirectX compatible sound card;;;1
Silent Hill 2 Remake;Silent Hill 2;RAWG;2024.0;Tras recibir una carta de su esposa fallecida, James Sunderland se dirige a Silent Hill, el pueblo donde ambos compartieron recuerdos especiales. Lo que encuentra es una pesadilla envuelta en niebla construida desde su propia culpa y su dolor.;https://media.rawg.io/media/games/09b/09b41c1a2c5761c5b1772a4ae238bb0e.jpg;Action, Adventure;Bloober Team;Konami;4.47;;silent-hill-2-remake;https://media.rawg.io/media/games/09b/09b41c1a2c5761c5b1772a4ae238bb0e.jpg;;;;;34
SILENT HILL f v1.1.378720;Silent Hill f;RAWG;2025.0;SILENT HILL f es una historia completamente nueva ambientada en el Japón de los años 60, con una nueva protagonista y un horror sobrenatural arraigado en el folclore japonés.;https://media.rawg.io/media/games/e7f/e7f2f571761abd7b3c0598c719ae8893.jpg;Action, Adventure;NeoBards Entertainment;Konami;3.67;;silent-hill-f;https://media.rawg.io/media/games/e7f/e7f2f571761abd7b3c0598c719ae8893.jpg;Minimum: Requires a 64-bit processor and operating system OS: Windows 11 x64 Processor: Intel Core i5-8400 / AMD Ryzen 5 2600 Memory: 16 GB RAM Graphics: NVIDIA® GeForce® GTX 1070 Ti or AMD Radeon™ RX 5700 DirectX: Version 12 Storage: 50 GB available space Sound Card: Windows Compatible Audio Device. Additional Notes: Playing on minimum requirements should enable to play on Performance quality settings in 30 at 720p. SSD is recommended.;Recommended: Requires a 64-bit processor and operating system OS: Windows 11 x64 Processor: Intel Core i7-9700 / AMD Ryzen 5 5500 Memory: 16 GB RAM Graphics: NVIDIA® GeForce® RTX 2080 or AMD Radeon™ RX 6800XT DirectX: Version 12 Storage: 50 GB available space Sound Card: Windows Compatible Audio Device. Additional Notes: Playing on recommended requirements should enable to play on Performance settings in 60 FPS or Quality settings in 30 FPS at FullHD (or 4k using DLSS or similar technology). SSD;;;42
RUNNING WITH RIFLES;RUNNING WITH RIFLES;RAWG;2015.0;RUNNING WITH RIFLES es un shooter táctico con vista cenital y elementos de RPG de mundo abierto. En RWR, te unes a las filas de un ejército como un soldado raso, igual que los miles que te rodean. El mundo abierto te permite definir tu propio camino e historia en la campaña. Repele al enemigo con tus compañeros o adéntrate en territorio enemigo para sabotear sus esfuerzos y saquear objetos valiosos. A medida que adquieras experiencia, ascenderás de rango y obtendrás un mayor mando sobre soldados y equipo. ¡Solicita apoyo de artillería o refuerzos de paracaidistas cuando la situación se complique! Usa tu escuadrón para manejar barcos armados, tanques y APC, o conviértete en el lobo solitario experto que siempre aspiraste a ser, ¡depende de ti! CARACTERÍSTICAS PRINCIPALES cientos de ubicaciones para explorar desde trincheras hasta pueblos, desiertos hasta valles nevados IA emergente que cuestionará si eres tan inteligente como crees que eres sistema de cobertura realista docenas de armas diferentes, elementos de apoyo y cobertura, llamadas de radio, vehículos objetivos secundarios para mantenerte ocupado: destruir torres de radio y otros activos, robar camiones de carga, rescatar prisioneros más de 40 soporte multijugador, servidores dedicados, cooperativo, PvP, PvPvE ¡bocadillos de diálogo! muertes y fallos, muchos de ellos, ¡incluidos los tuyos! ...y por supuesto, ¡mods!;https://media.rawg.io/media/screenshots/983/9836b294521963a13c3974939d2b70ee.jpg;Action, Indie;Osumia Games;Osumia Games;3.28;78;running-with-rifles;https://media.rawg.io/media/screenshots/983/9836b294521963a13c3974939d2b70ee.jpg;Minimum: OS: Windows XP Processor: 1.6 GHz Dual Core Memory: 1 GB RAM Graphics: NVidia Geforce 6600, ATI x800, Intel HD3000 or equivalent with 256MB VRAM DirectX: Version 9.0c Storage: 800 MB available space Additional Notes: Try out the latest demo to see if the game will run fine for you.;Recommended: OS: Windows 10/8.1/8/7/Vista Processor: 2.4 GHz Dual Core Memory: 2 GB RAM Network: Broadband Internet connection;;;2
Singularity v1.1;Singularity;RAWG;2010.0;Singularity es un shooter de Raven Software. El protagonista descubre un experimento soviético de los años 50 que involucra el elemento E99, el cual permite manipular el tiempo, y debe evitar una catastrófica alteración de la historia.;https://media.rawg.io/media/games/702/7020d1319d09e0c6a840aa08c5ce120f.jpg;Shooter;Raven Software;Activison, 1C-SoftClub;3.99;76.0;singularity;https://media.rawg.io/media/games/702/7020d1319d09e0c6a840aa08c5ce120f.jpg;Minimum: Requires a 64-bit processor and operating system OS: WIndows 10 Processor: Processor: Intel Core i5-4590 / AMD FX 8350 Memory: 16 GB RAM Graphics: Nvidia 1080Ti +;Recommended: Requires a 64-bit processor and operating system;;;4
SPORE Collection;SPORE Collection;RAWG;2009.0;La colección SPORE™ incluye: - SPORE™ - SPORE™ Galactic Adventures - SPORE™ Creepy & Cute Parts Pack Desde una sola célula hasta un dios galáctico, evoluciona tu criatura en un universo de tus propias creaciones. Juega a través de las cinco etapas evolutivas de Spore: Célula, Criatura, Tribu, Civilización y Espacio. Cada etapa tiene su propio estilo, desafíos y objetivos únicos. Puedes jugar como prefieras: comienza en Célula y cuida una especie desde un humilde organismo de charca de marea hasta un viajero intergaláctico, o lánzate directamente y construye tribus o civilizaciones en nuevos planetas. Lo que hagas con tu universo depende de ti. Spore te ofrece una variedad de herramientas de creación potentes pero fáciles de usar para que puedas crear cada aspecto de tu universo: criaturas, vehículos, edificios e incluso naves espaciales. Aunque Spore es un juego para un solo jugador, tus creaciones se comparten automáticamente con otros jugadores, lo que proporciona un número ilimitado de mundos para explorar y jugar. CREA tu universo desde lo microscópico hasta lo macrocósmico: desde amebas de charcas de marea hasta civilizaciones prósperas y naves estelares intergalácticas, todo está en tus manos. EVOLUCIONA tu criatura a través de cinco etapas: es la supervivencia del más divertido, ya que tus decisiones repercuten a través de generaciones y, en última instancia, deciden el destino de tu civilización. EXPLORA las galaxias de otros jugadores: ¿gobernará tu criatura el universo o tu amado planeta será reducido a escombros por una raza alienígena superior?;https://media.rawg.io/media/screenshots/66c/66c5f09b1390d9648ed9080ed59e68c9.jpg;Strategy;Maxis;Electronic Arts;4;;spore-collection;https://media.rawg.io/media/screenshots/66c/66c5f09b1390d9648ed9080ed59e68c9.jpg;"XP SP1 / Vista / 7 / 8 /10 Processor: 2.0 GHz Intel Pentium® 4 or equivalent Memory: 512 MB RAM (768 MB RAM for Vista) Graphics: 128 MB Video Card, with support for Pixel Shader 2.0 DirectX®: The latest version of DirectX 9.0c or higher Hard Drive: At least 4 GB of hard drive space, with at least 1 GB additional space for creations Mouse &amp; Keyboard";;;;4
Skul The Hero Slayer v1.8.0;Skul: The Hero Slayer;RAWG;2021.0;Guía a 'Skul' en su misión de enfrentarse solo al Ejército Imperial para rescatar al Rey Demonio. Usa un sistema único donde cambias entre más de 100 cráneos diferentes, cada uno con habilidades únicas.;https://media.rawg.io/media/games/4f0/4f0a1619ca566080c9f3bb1e813bd6f6.jpg;Action, Indie;SouthPAW Games;NEOWIZ;3.59;80.0;skul-the-hero-slayer;https://media.rawg.io/media/games/4f0/4f0a1619ca566080c9f3bb1e813bd6f6.jpg;Minimum: OS: Windows 7+ Processor: Intel i5+ Memory: 4 GB RAM Graphics: Nvidia 450 GTS / Radeon HD 5750 or better Storage: 500 MB available space Additional Notes: DirectX 9.1+ or OpenGL 3.2+;Recommended: OS: Windows 7+ Processor: Intel i5+ Memory: 8 GB RAM Graphics: Nvidia GTX 460 / Radeon HD 7800 or better Storage: 500 MB available space Additional Notes: DirectX 9.1+ or OpenGL 3.2+;;;1
Slay the Princess v1.0h;Slay the Princess;RAWG;2023.0;Una novela visual de horror con una premisa sencilla: mata a la princesa. Pero nada es tan simple como parece: cada elección importa, cada muerte cambia la historia, y la Princesa no será lo que esperas.;https://media.rawg.io/media/games/1fa/1fa542171e580af49fabd094bd232659.jpg;Adventure, RPG, Simulation, Indie;Black Tabby Games;Black Tabby Games;4.38;;slay-the-princess;https://media.rawg.io/media/games/1fa/1fa542171e580af49fabd094bd232659.jpg;Minimum: Requires a 64-bit processor and operating system OS: Windows 7 Processor: 2.6 Ghz Quad Core Memory: 4 GB RAM Graphics: Integrated Graphics Storage: 14 GB available space;Recommended: Requires a 64-bit processor and operating system;;;12
Sniper Elite V2;Sniper Elite V2;RAWG;2012.0;Sniper Elite V2 es un juego de disparos táctico en tercera persona; se trata de la segunda entrega de la serie Sniper Elite y de una recreación completa del primer título. La acción transcurre durante la Batalla de Berlín en 1945. El jugador asume el papel de Karl Fairburne, un oficial militar estadounidense y experto francotirador, en su misión de neutralizar a los científicos alemanes que participan en el desarrollo del misil balístico V-2. La mecánica de juego incentiva a eliminar a los enemigos a distancia y sin ser detectado. Karl dispone de un variado arsenal que incluye ametralladoras, pistolas y trampas, entre otros elementos; no obstante, su arma principal es el fusil de francotirador. Los desarrolladores buscaron dotar al uso del fusil de un mayor realismo en comparación con otros títulos, incorporando factores que influyen en el disparo, como la dirección del viento y la caída de la bala. Una de las características más destacadas del juego es la «cámara de muerte de rayos X» (X-Ray Kill Cam): esta se activa al realizar un disparo preciso y muestra la trayectoria del proyectil, el punto de impacto en el cuerpo del enemigo y los daños sufridos por sus órganos internos.;https://media.rawg.io/media/games/03d/03d17d237f9541b67a13f9425ced4ca4.jpg;Action, Shooter;Rebellion;505 Games, Rebellion;3.4;;;;;;6
Sniper Elite III (build 03.10.2019);Sniper Elite 3;RAWG;2014.0;Esta precuela de Sniper Elite V2 está ambientada tres años antes de esos eventos, en los implacables desiertos del Norte de África. Destruye una devastadora superarma nazi antes de que cambie el rumbo de la Segunda Guerra Mundial.;https://media.rawg.io/media/games/fe6/fe68940746007261e34da4d9cce81423.jpg;Action, Shooter, Adventure;505 Games, Rebellion;505 Games, Rebellion;3.53;67.0;sniper-elite-3;https://media.rawg.io/media/games/fe6/fe68940746007261e34da4d9cce81423.jpg;Minimum: OS: Microsoft® Windows® Vista (Service Pack 2) or Windows® 7 (Service Pack 1) or Windows® 8 or Windows 8.1. Windows® XP is NOT supported. Processor: Dual-core CPU with SSE3 (Intel® Pentium® D 3GHz / AMD Athlon™ 64 X2 4200) or better Memory: 2 GB RAM Graphics: Microsoft® DirectX® 10.0 compatible graphics card with 256 MB of memory (NVIDIA® GeForce® 8800 series / ATI Radeon™ HD 3870) or better DirectX: Version 11 Network: Broadband Internet connection Storage: 18 GB available space Sound ;;;;9
Sniper Elite 4;Sniper Elite 4;RAWG;2017.0;«Sniper Elite 4 es un juego de disparos inteligente y estratégico que te permite trazar tu propio camino» (IGN, 8,3/10). «Una aventura de sigilo ambientada en la Segunda Guerra Mundial tremendamente divertida» (Eurogamer, Recomendado). «Un ambicioso juego de sigilo que supera con creces a sus predecesores» (PC World, 4/5). Descubre una libertad inigualable como francotirador en el juego de disparos sobre la Segunda Guerra Mundial más grande y avanzado jamás creado. Experimenta combates tácticos en tercera persona, libertad de elección en la jugabilidad y disparos épicos a larga distancia en niveles gigantescos mientras liberas a la Italia en guerra de las garras del fascismo. Ambientado tras los acontecimientos de su galardonada entrega anterior, Sniper Elite 4 transporta a los jugadores a través de la hermosa península italiana: desde pueblos costeros mediterráneos bañados por el sol hasta bosques ancestrales, valles montañosos y colosales megaestructuras nazis.;https://media.rawg.io/media/games/2fe/2feec1ba840f467a2280061b9e665c6e.jpg;Action, Shooter, Adventure;Rebellion;Rebellion;3.58;78;sniper-elite-4;https://media.rawg.io/media/games/2fe/2feec1ba840f467a2280061b9e665c6e.jpg;;;;https://steamcdn-a.akamaihd.net/steam/apps/256680555/movie_max.mp4;33
Sons Of The Forest v53951;Sons of the Forest;RAWG;2024.0;Una experiencia completamente nueva de los creadores de The Forest. Enviado a encontrar a un multimillonario desaparecido en una isla remota, tú y tus compañeros descubréis un terrorífico mundo de mutantes caníbales y perturbadores secretos.;https://media.rawg.io/media/games/7a0/7a092fa63811a7f6ed90f456a8887e91.jpg;Action, Adventure, Simulation, Indie;Endnight Games;Newnight;3.63;;sons-of-the-forest;https://media.rawg.io/media/games/7a0/7a092fa63811a7f6ed90f456a8887e91.jpg;Minimum: Requires a 64-bit processor and operating system OS: 64-bit Windows 10 Processor: INTEL CORE I5-8400 or AMD RYZEN 3 3300X Memory: 12 GB RAM Graphics: NVIDIA GeForce GTX 1060 3GB or AMD Radeon RX 570 4GB DirectX: Version 11 Storage: 20 GB available space Additional Notes: SSD (Preferred);Recommended: Requires a 64-bit processor and operating system OS: 64-bit Windows 10 Processor: INTEL CORE I7-8700K or AMD RYZEN 5 3600X Memory: 16 GB RAM Graphics: NVIDIA GeForce 1080Ti or AMD Radeon RX 5700 XT DirectX: Version 11 Storage: 20 GB available space Additional Notes: SSD (Preferred);;;9
South of Midnight Premium Edition;South of Midnight;RAWG;2025.0;South of Midnight es una nueva aventura de acción de Compulsion Games. Explora el mítico Sur profundo de Estados Unidos como Hazel, una joven con habilidades mágicas de tejido, desenredando el oscuro folclore del bayou.;https://media.rawg.io/media/games/734/73451dc0abd013bee5b7d88faaacec11.jpg;Action, Adventure;Compulsion Games;Xbox Game Studios;3.61;;south-of-midnight;https://media.rawg.io/media/games/734/73451dc0abd013bee5b7d88faaacec11.jpg;Minimum: Requires a 64-bit processor and operating system OS: Windows 10/11 Processor: AMD Ryzen 3 1300X / Intel i3-8100 Memory: 12 GB RAM Graphics: AMD RX 580 / Nvidia GTX 1060 DirectX: Version 12 Storage: 60 GB available space Additional Notes: Performance scales with higher-end systems;Recommended: Requires a 64-bit processor and operating system OS: Windows 10/11 Processor: AMD 1600X / Intel i5-7600K Memory: 16 GB RAM Graphics: AMD RX 6600 / Nvidia RTX 2060 / Intel Arc A580 DirectX: Version 12 Storage: 60 GB available space Additional Notes: Performance scales with higher-end systems;;;36
South Park Snow Day Deluxe Edition;SOUTH PARK: SNOW DAY;RAWG;2024.0;Únete a Cartman, Stan, Kyle y Kenny en South Park: Snow Day!, un juego de acción cooperativa en 3D donde una enorme tormenta de nieve convierte South Park en un campo de batalla invernal lleno de personajes extravagantes y humor.;https://media.rawg.io/media/screenshots/f90/f9017218e38ee5321dce6d6f8ad98c4a.jpg;Action, Adventure;Question;THQ Nordic;2.25;;south-park-snow-day;https://media.rawg.io/media/screenshots/f90/f9017218e38ee5321dce6d6f8ad98c4a.jpg;Minimum: Requires a 64-bit processor and operating system OS: Windows 10 64 bit Processor: AMD Ryzen 3 1300X / Intel Core i5-3570K Memory: 8 GB RAM Graphics: GeForce GTX 1050TI / Radeon RX 470 DirectX: Version 11 Storage: 45 GB available space;Recommended: Requires a 64-bit processor and operating system OS: Windows 10 64 bit Processor: AMD Ryzen 5 3600 / Intel Core i5-8600K Memory: 8 GB RAM Graphics: NVidia GTX 1070 / Radeon RX 5700 DirectX: Version 11 Storage: 45 GB available space;;;26
Spider-Man;Marvel's Spider-Man;RAWG;2018.0;Marvel's Spider-Man permite a los jugadores encarnar al superhéroe más famoso del mundo. Un Peter Parker más experimentado se enfrenta a una conspiración de poderosos villanos que amenazan la ciudad de Nueva York.;https://media.rawg.io/media/games/9aa/9aa42d16d425fa6f179fc9dc2f763647.jpg;Action;Insomniac Games;Sony Interactive Entertainment;4.45;87.0;marvels-spider-man;https://media.rawg.io/media/games/9aa/9aa42d16d425fa6f179fc9dc2f763647.jpg;;;;;1
Spider-Man Web of Shadows;Spider-Man: Web of Shadows;RAWG;2008.0;Nueva York ha sido invadida por una virulenta infección de simbionte y solo Spider-Man puede detenerla. Elige entre caminos de héroe y anti-héroe, usando tanto el traje rojo como el traje negro simbionte con estilos de combate distintos.;https://media.rawg.io/media/games/560/560c4a3fc525979b9e1f35e17d267229.jpg;Arcade;Treyarch, Shaba Games;Activision Blizzard;4.02;64.0;spider-man-web-of-shadows;https://media.rawg.io/media/games/560/560c4a3fc525979b9e1f35e17d267229.jpg;;;;;6
